longitude,latitude,street,city,state,phone
-82.98875,34.69153,1431 Sandifer Blvd,Seneca,SC,(864) 882-7068
-82.23206,34.80648,2605 Woodruff Rd,Simpsonville,SC,(864) 675-9090
-82.25612,34.71341,631 Fairview Rd,Simpsonville,SC,(864) 963-9402
-81.9193,34.95103,161 S Pine St,Spartanburg,SC,(864) 582-1102
-81.989889,34.92157,1731 Reidville Rd,Spartanburg,SC,(864) 587-1226
-81.97127,34.98271,1808 Asheville Hwy,Spartanburg,SC 29303,(864) 541-8403
-81.8965,35.01963,2221 Chesnee Hwy,Spartanburg,SC,(864) 583-1599
-80.82512,33.6405,1300 Burke Rd,St Matthews,SC,(803) 874-2244
-80.16696,32.96539,1590 Old Trolley Rd,Summerville,SC,(843) 871-4020
-80.17263,33.02311,329 N Main St,Summerville,SC,(843) 871-0941
-80.38802,33.95671,1280 Broad St,Sumter,SC,(803) 469-2727
-80.3770838,33.904865,1954 Mccrays Mill Rd,Sumter,SC 29150,(803) 774-0040
-82.430828,34.962921,18 Benton Rd,Travelers Rest,SC,(864) 834-8950
-83.06361,34.76482,231 E Main St,Walhalla,SC,(864) 638-8799
-80.6843,32.92543,1321 Bells Hwy,Walterboro,SC,(843) 539-2222
-81.07559,33.977290000000004,1222 Charleston Hwy,West Columbia,SC,(803) 794-7175
-98.47014,45.45933,1205 6th Ave Se,Aberdeen,SD,(605) 229-5460
-96.774756,44.311312,1818 6th St,Brookings,SD,(605) 692-1210
-98.01584,43.69657,1500 S Burr St,Mitchell,SD,(605) 996-5656
-99.3116,43.77383,102 Highway 16,Oacoma,SD,(605) 734-0400
-100.35684,44.368352,319 West Sioux Ave,Pierre,SD,(605) 945-9955
-103.19148,44.07088,1620 Cambell St,Rapid City,SD,(605) 341-3811
-103.231932,44.062162,2400 Mount Rushmore Rd,Rapid City,SD,(605) 348-8605
-103.2592589,44.0822051,2410 West Main,Rapid City,SD 57701,(605) 341-2049
-103.2115162,44.0330858,326 East Stumer,Rapid City,SD 57701,(605) 342-0848
-103.150378,44.096635,3920 Cheyenne Blvd,Rapid City,SD,(605) 342-8370
-96.69227,43.54657,2729 E 10th St,Sioux Falls,SD,(605) 334-0700
-96.7312919,43.5128633,3509 South Minnesota Ave,Sioux Falls,SD 57015,(805) 275-2729
-96.77338,43.51501,3820 W 41st St,Sioux Falls,SD,(605) 361-0900
-96.71111,43.60244,5050 N Cliff Ave,Sioux Falls,SD,(605) 336-9776
-103.86275,44.49047,333 W Jackson Blvd,Spearfish,SD,(605) 642-0109
-103.5091171,44.4076118,2800 Junction Ave,Sturgis,SD 57785,(605) 720-4859
-97.09724,44.88986,1220 9th Ave Se,Watertown,SD,(605) 886-2214
-97.39785,42.90518,3009 Broadway Ave,Yankton,SD,(605) 260-2729
-105.732803,53.199799,Cornerstone 600-800 15Th St E,Prince Albert,SK S6V 8E3,(306) 764-6370
-104.553581,50.447662,2140 Victoria Ave E,Regina,SK S4N 7B9,(306) 545-1831
-106.671059,52.129463,146 22Nd St W,Saskatoon,SK S7M 0P9,(306) 244-7166
-106.664673,52.157715,415 Circle Dr E,Saskatoon,SK S7K 4B4,(306) 244-4362
-84.61829,35.44957,1419 Decatur Pike,Athens,TN,(423) 745-8966
-89.79353,35.2048,8018 Us Highway 64,Bartlett,TN,(901) 387-1118
-82.33206,36.541782,I-81 Exit 69 [1313 State Route 37],Blountville,TN,(423) 323-4471
-82.208333,36.561997,1315 Volunteer Pky,Bristol,TN,(423) 764-2444
-85.26228,35.11332,3903 Hixson Pike,Chattanooga,TN,(423) 870-5488
-85.18795,35.08861,4766 Highway 58,Chattanooga,TN,(423) 892-5984
-85.23977,35.12699,501 Northgate Mall,Chattanooga,TN,(423) 875-4048
-85.22084,35.00997,5420 Brainerd Rd,Chattanooga,TN,(423) 894-7478
-85.15234,35.04105,7314 Shallowford Rd,Chattanooga,TN,(423) 899-2660
-87.2740402,36.5094604,2237 Madison St,Clarksville,TN 37043,(931) 553-0808
-87.287983,36.594478,3067 Wilma Rudolph Blvd,Clarksville,TN,(931) 648-3800
-87.436103,36.637297,3325 Fort Campbell Blvd,Clarksville,TN,(931) 431-6300
-87.365628,36.540002,965 N Riverside Dr,Clarksville,TN,(931) 645-1100
-84.8712,35.18624,2835 Keith St Nw,Cleveland,TN,(423) 479-2414
-84.0886319,36.1621656,2181 N Charles G Seivers Blvd,Clinton,TN 37716,(865) 457-8037
-89.63039,35.003911,967 W Highway 72,Collierville,TN,(901) 854-7012
-86.8918304,35.6442947,1623 Bear Creek Pike,Columbia,TN,(931) 388-4829
-87.06461,35.60431,1625 Hatcher Ln,Columbia,TN,(931) 381-4711
-85.527903,36.139194,1073 S Willow Ave,Cookeville,TN,(931) 525-3855
-85.500956,36.149426,595 S Jefferson Ave,Cookeville,TN,(931) 526-2359
-89.7927,35.17617,1860 N Germantown Pky,Cordova,TN,(901) 754-2885
-85.03191,35.98634,1487 Interstate Dr,Crossville,TN,(931) 484-4403
-83.4326401,36.0363922,682 Hwy 92 S,Dandridge,TN 37725,(865) 940-1600
-85.03156,35.474,4331 Rhea County Hwy,Dayton,TN,(423) 570-8073
-87.33981,36.02266,2330 Highway 46 S,Dickson,TN,(615) 446-3500
-89.39576,36.06567,2710 Lake Rd,Dyersburg,TN,(731) 286-6788
-85.21185,34.98961,6302 Ringgold Rd,East Ridge,TN,(423) 499-6332
-82.202729,36.331795,1719 Highway 19 E/37,Elizabethton,TN,(423) 543-8322
-86.5658,35.12487,1638 Huntsville Hwy,Fayetteville,TN,(931) 433-6337
-86.83539,35.91602,1130 Murfreesboro Rd,Franklin,TN,(615) 794-9557
-86.472293,36.376315,1019 Nashville Pike,Gallatin,TN,(615) 452-6090
-86.440775,36.389584,307 E Main St,Gallatin,TN,(615) 451-9009
-89.808047,35.094038,2016 S Germantown Pkwy,Germantown,TN,(901) 756-2844
-86.701164,36.323706,912 Conference Drive,Goodlettsville,TN,(615) 851-1115
-85.9481506,36.1780014,106 Bradford Blvd,Gordonsville,TN 38563,(615) 683-3444
-82.819742,36.169777,519 Tusculum Blvd,Greeneville,TN,(423) 636-1995
-86.629077,36.302716,435 W Main St,Hendersonville,TN,(615) 822-4955
-86.628789,36.188746,3400 Lebanon Pike,Hermitage,TN,(615) 883-0726
-85.16127,35.19918,8514 Hixson Pike,Hixson,TN,(423) 847-8655
-87.80097,35.88121,15559 Highway 13 S,Hurricane Mills,TN,(931) 296-7180
-88.85589,35.68414,208 Stonebrook Pl,Jackson,TN,(731) 668-9700
-88.85301,35.65668,601 Old Hickory Blvd,Jackson,TN,(731) 664-5557
-84.11241,36.57967,1478 5th St,Jellico,TN,(423) 784-0174
-82.341272,36.307024,1909 S Roan St,Johnson City,TN,(423) 926-8835
-82.382671,36.354773,2707 N Roan St,Johnson City,TN,(423) 282-1434
-82.464893,36.300471,405 E Jackson Blvd,Jonesborough,TN,(423) 753-5210
-85.6861191,35.0412941,385 Kimball Crossing Dr,Kimball,TN,(615) 837-7892
-82.518338,36.54789,1652 E Stone Dr,Kingsport,TN,(423) 245-1767
-82.566813,36.498705,2306 Sullivan Gardens Pkwy,Kingsport,TN,(423) 378-1504
-82.500561,36.48298,4226 Fort Henry Dr,Kingsport,TN,(423) 239-7660
-82.636446,36.550705,4532 W Stone Dr,Kingsport,TN,(423) 247-9979
-87.09958,36.08477,129 Luyben Hills Rd,Kingston Springs,TN,(615) 952-4600
-83.89286,35.98801,2657 Magnolia Ave,Knoxville,TN,(865) 523-2835
-84.0205,36.00419,2750 Schaad Rd,Knoxville,TN,(865) 947-2906
-83.91327,35.94807,2819 Chapman Hwy Sw,Knoxville,TN,(865) 577-7971
-84.09314,35.92293,400 N Cedar Bluff Rd,Knoxville,TN,(865) 693-1445
-84.14237,35.90425,408 Lovell Rd,Knoxville,TN,(865) 675-7799
-83.92799,36.02751,4849 N Broadway St,Knoxville,TN,(865) 689-6978
-83.97872,36.00343,5228 Clinton Hwy,Knoxville,TN,(865) 688-3200
-84.02013,35.93293,6909 Kingston Pike,Knoxville,TN 37919,(865) 212-2254
-83.7815,35.99714,7122 Strawberry Plains Pike,Knoxville,TN,(865) 523-2191
-84.167715,36.341959,2418 Jacksboro Pike,La Follette,TN,(423) 562-0019
-86.59618,35.99966,515 Waldron Rd,La Vergne,TN,(615) 793-7800
-87.32407,35.26053,1622 N Locust Ave,Lawrenceburg,TN,(931) 762-2980
-86.3330612,36.2176361,1457 W Main,Lebanon,TN 37087,(615) 444-6044
-86.297115,36.185938,813 S Cumberland,Lebanon,TN,(615) 449-0077
-84.261829,35.805828,417 Highway 321 N,Lenoir City,TN,(865) 988-6108
-86.775723,35.447721,151 North Ellington Pwky,Lewisburg,TN,(931) 359-0245
-85.338103,36.376441,1198 W Main St,Livingston,TN,(931) 823-6161
-86.708653,36.263899,1779 Gallatin Rd N  McHenry Shopping Center,Madison,TN,(615) 865-0950
-86.709789,36.27599,919 Gallatin Rd,Madison,TN,(615) 865-0754
-86.05811,35.45962,2194 Hillsboro Blvd,Manchester,TN,(931) 728-6626
-83.99812,35.75136,816 Foothills Dr,Maryville,TN,(865) 982-7973
-85.77965,35.69658,905 Smithville Hwy,McMinnville,TN,(931) 473-2916
-89.89581,35.01727,5021 Hwy 78,Memphis,TN,(901) 367-5760
-89.804809,35.049465,7734 Winchester Rd,Memphis,TN,(901) 753-7169
-90.02893,35.13792,975 Union Ave,Memphis,TN,(901) 523-0910
-83.318428,36.203932,1941 W Morris Blvd,Morristown,TN,(423) 587-5973
-86.512912,36.17462,245 N Mt Juliet Rd,Mt Juliet,TN,(615) 754-2222
-86.43074,35.84605,121 Chaffin Pl,Murfreesboro,TN,(615) 904-9522
-86.4075,35.86186,1270 Nw Broad St,Murfreesboro,TN,(615) 907-9026
-86.3838009,35.8809265,2104 Memorial Blvd [ste A],Murfreesboro,TN 37129,(615) 494-9984
-86.397238,35.807307,2441 South Church St,Murfreesboro,TN,(615) 907-3374
-86.778366,36.167762,2044 Rosa L Parks Blvd,Nashville,TN,(615) 742-3244
-86.6469,36.08335,2350 Murfreesboro Pike,Nashville,TN,(615) 367-9619
-86.667301,36.149105,2750 Elm Hill Pike,Nashville,TN,(615) 883-4839
-86.7590027,36.2340622,3196 Dickerson Rd,Nashville,TN 37207,(615) 228-1160
-86.72678,36.08055,4097 Nolensville Pike,Nashville,TN,(615) 833-1888
-86.95429,36.07987,7689 Us 70 S,Nashville,TN,(615) 662-3649
-86.87984,36.138117,855 Hillwood Blvd,Nashville,TN,(615) 793-0443
-83.20031,35.95115,822 Cosby Hwy,Newport,TN,(423) 625-0413
-84.2673,36.00905,114 S Illinois Ave,Oak Ridge,TN,(865) 483-8409
-84.540332,36.475712,15850 Scott Hwy,Oneida,TN,(423) 286-9998
-85.063374,35.08434,9200 Lee Hwy,Ooltewah,TN,(423) 238-5102
-88.315705,36.290898,1012 Mineral Wells Ave,Paris,TN,(731) 644-1300
-83.551148,35.782645,3652 Parkway,Pigeon Forge,TN,(865) 453-6966
-86.515287,36.578127,304 S Broadway ste G,Portland,TN,(615) 323-7200
-83.9909286,36.0505714,608 East Emory Rd,Powell,TN 37849,(865) 947-1010
-83.5820389,35.9046326,1400 Winfield Dunn Pkwy,Sevierville,TN 37876,(865) 366-2244
-86.45895,35.48936,103 Madison St,Shelbyville,TN,(931) 685-1599
-85.8116762,35.9557281,510 South Congress Blvd,Smithville,TN 37166,(615) 215-6565
-86.5338357,35.9311722,1901 Almaville Rd,Smyrna,TN 37167,(615) 220-0587
-86.55394,35.98318,489 Sam Ridley Pky W,Smyrna,TN,(615) 355-8700
-86.49469,35.97346,582 Enon Springs Rd E,Smyrna,TN,(615) 223-8641
-86.881555,36.503034,1303 Memorial Blvd,Springfield,TN,(615) 384-6077
-86.219214,35.370548,932 N Jackson St,Tullahoma,TN,(931) 454-2565
-89.076406,36.414013,1415 W Reelfoot Ave,Union City,TN,(731) 885-2117
-86.6773593,36.4698981,301 White House Crossing Way,White House,TN 37188,(615) 672-5105
-99.76507,32.40545,3824 S Clack St,Abilene,TX,(915) 695-4491
-99.781720000000007,32.451311,4427 South 1st St,Abilene,TX 79605,(325) 695-1710
-96.6776,33.10421,201 Central Expy N,Allen,TX,(972) 747-1411
-101.8174,35.19181,2020 S Ross St,Amarillo,TX,(806) 372-6131
-101.884,35.15368,5214 S Western St,Amarillo,TX,(806) 353-4823
-101.91887,35.18715,7222 W Interstate 40,Amarillo,TX,(806) 353-8735
-95.43391,29.19433,2905 N Velasco St,Angleton,TX,(979) 549-0100
-97.09744,32.75179,1102 N Collins St,Arlington,TX,(817) 861-2785
-97.19837,32.67599,4406 Little Rd,Arlington,TX,(817) 483-2438
-97.13439,32.6687,4820 S Cooper St,Arlington,TX,(817) 472-6395
-97.11835,32.61239,8150 Matlock Rd,Arlington,TX 76002,(682) 226-6170
-97.79008,30.46944,13201 Ranch Rd 620 North,Austin,TX 78717,(800) 599-2719
-97.67119,30.42351,13609 N I 35,Austin,TX,(512) 990-0911
-97.79941,30.23203,4411 S Lamar Blvd,Austin,TX,(512) 892-2058
-97.71793,30.36349,8648 Research Blvd,Austin,TX,(512) 380-9011
-97.541832,32.8920021,201 N Stewart St,Azle,TX 76020,(817) 444-9100
-95.9127253,29.4956859,525 1st St,Beasley,TX 77414,(979) 387-2620
-94.15972,30.12736,6155 Eastex Fwy,Beaumont,TX,(409) 899-3445
-97.11459,32.8522,3237 Harwood Rd,Bedford,TX,(817) 545-4003
-97.45434,31.05463,110 North Head St,Belton,TX 76513,(254) 831-9200
-97.47003,32.67286,9248 Benbrook Blvd,Benbrook,TX,(817) 249-0716
-97.837906,33.1805019,2300 US Hwy 380,Bridgeport,TX 76426,(940) 683-3325
-97.51494,25.96891,4385 South Frontage Rd,Brownsville,TX 78520,(800) 599-2729
-98.544701,29.333641,270 Old San Antonio Rd,Buda,TX,(512) 295-3276
-97.3227,32.56309,801 Ne Alsbury Blvd,Burleson,TX,(817) 295-0043
-96.8839,33.02498,1909 E Hebron Pky,Carrollton,TX,(972) 492-2330
-95.1242641,29.7721307,102 South Sheldon Rd,Channelview,TX 77530,(281) 457-1435
-100.230318,34.4360313,2301 Avenue F NW,Childress,TX 79201,(408) 733-6434
-95.090318,30.353805,107 FM 2025 [Inside Loves Truck Stop],Cleveland,TX,(281) 593-0840
-96.31018,30.6061,1800 Southwest Pky,College Station,TX,(979) 696-2729
-95.47217,30.3349,1025 N Loop 336 W,Conroe,TX,(936) 441-3773
-95.45728,30.21223,16630 I 45 S,Conroe,TX,(936) 271-1077
-97.8687,31.12047,205 Liberty Bell Rd,Copperas Cove,TX,(254) 542-6333
-97.03941,33.13217,8111 South I-35 East,Corinth,TX 76210,(940) 531-5300
-97.37098,27.71399,4811 S Staples St,Corpus Christi,TX,(361) 992-2651
-95.689186,29.964909,25957 Northwest Freeway,Cypress,TX,(281) 758-3101
-96.8661,32.64737,2810 W Wheatland Rd,Dallas,TX,(972) 283-4475
-96.76772,32.86237,6363 Greenville Ave,Dallas,TX,(214) 363-9836
-97.58293,33.234,851 US 81,Decatur,TX,(940) 626-4938
-96.58597,33.76233,515 N Highway 75,Denison,TX,(903) 465-7794
-97.10436,33.18995,2313 Colorado Blvd,Denton,TX,(940) 382-2482
-97.14095,33.22994,901 W University Dr,Denton,TX,(940) 383-1710
-106.32001,31.76874,10988 Montwood Dr,El Paso,TX,(915) 598-8843
-106.41138,31.78638,6138 Montana Ave,El Paso,TX,(915) 779-0045
-106.53876,31.83363,6540 N Mesa St,El Paso,TX,(915) 581-3612
-106.41855,31.88483,9575 Dyer St,El Paso,TX,(915) 757-0361
-106.4120026,31.8136005,11254 Luke St,Fort Bliss,TX 79906,(915) 566-0290
-106.4120026,31.8136005,1613 Marshall Rd,Fort Bliss,TX 79916,(915) 566-8960
-97.79905,31.12615,49020 80th & Santa Fe,Ft Hood,TX 76544,(254) 532-0052
-97.310592,32.97253,2433 Westport Pkwy,Fort Worth,TX 76177,(817) 953-6900
-97.421074,32.810947,3788 Boat Club Dr,Fort Worth,TX,(817) 238-7638
-97.37553,32.65083,3832 Altamesa Blvd,Fort Worth,TX,(817) 346-1948
-97.34274,32.8407,5400 Blue Mound Rd,Fort Worth,TX,(817) 626-8659
-97.431327,32.751323,601 Alta Mere Dr,Fort Worth,TX 76116,(817) 731-6096
-97.48032,32.76445,9441 Clifford St,Fort Worth,TX,(817) 367-1900
-96.80529,33.12236,5244 Preston Rd,Frisco,TX,(214) 872-4301
-97.149094,33.624489,501 W California St,Gainesville,TX,(940) 612-3715
-96.65661,32.86389,1902 Northwest Hwy,Garland,TX,(972) 613-6014
-96.64737,32.96065,4950 North Garland Ave,Garland,TX 75234,(972) 379-9810
-97.04461,32.67414,4030 S Great Southwest Pky,Grand Prairie,TX,(972) 602-8899
-97.08633,32.92807,1260 William D Tate Ave,Grapevine,TX,(817) 421-8835
-96.00991,33.03575,5001 State Highway 69 S,Greenville,TX,(903) 455-0410
-97.290294,32.840984,5370 N Beach St,Haltom City,TX,(817) 581-6844
-97.6914583,26.1456479,1325 South Ed Carey Dr,Harlingen,TX 78550,(956) 365-2975
-95.57056,29.97935,10107 Cypresswood Dr,Houston,TX,(281) 970-8885
-95.58511,29.93017,10855 Jones Rd,Houston,TX,(281) 807-4088
-95.23152,29.62951,11570 Gulf Fwy,Houston,TX,(713) 947-0002
-95.1091669,29.5732762,2415 Bay Area Blvd,Houston,TX 77259,(281) 486-9865
-95.27058,29.79787,3940 N Mccarty St,Houston,TX,(713) 670-0235
-95.503573,29.984857,4845 FM 1960 W,Houston,TX,(281) 444-1388
-95.18562,29.99851,5780 Fm 1960 Rd E,Humble,TX,(281) 812-4247
-95.556412,30.723763,1504 11th St,Huntsville,TX,(936) 294-0393
-96.96964,32.91941,1730 Market Place Blvd,Irving,TX,(972) 869-4339
-97.31718,32.72825,1421 Stewart St,Jbsa Lackland,TX 78236,(210) 670-9136
-95.71928,29.78691,1235 N Fry Rd,Katy,TX,(281) 829-1666
-95.823329,29.787725,612 Pederson Rd,Katy,TX,(281) 391-5556
-95.7761332,29.714993,6860 Fry Rd,Katy,TX 77449,(832) 952-0144
-97.255157,32.915835,1101 South Main St,Keller,TX,(817) 431-2104
-97.703,31.07681,4010 E Stan Schlueter Loop,Killeen,TX,(254) 953-3319
-97.841123,27.529985,1451 N Highway 77,Kingsville,TX,(361) 592-3089
-99.3330383,31.4627342,2180 Reese St,Lackland,AFB,TX 78236
-96.98846,33.0033,220 E Round Grove Rd,Lewisville,TX,(972) 316-2729
-96.8916136,33.1689355,2731 Little Elm Pkwy [ste 300],Little Elm,TX 75068,(469) 850-1880
-94.74684,32.5047,1025 McCan Rd,Longview,TX,(903) 758-0005
-101.8987,33.51989,4020 82nd St,Lubbock,TX,(806) 797-9200
-101.93993,33.54803,5052 Frankford Ave,Lubbock,TX,(806) 795-2729
-101.93736,33.57766,5711 19th St,Lubbock,TX,(806) 792-3050
-94.72218,31.40975,3893 Fm 2021,Lufkin,TX 75904,(936) 632-3537
-96.6322,33.2168,1706 W University Dr,McKinney,TX,(972) 542-0004
-96.59732,32.7877,1821 Range Dr,Mesquite,TX,(972) 288-7761
-102.13734,32.00365,1822 N Midland Dr,Midland,TX,(915) 697-9548
-97.069641,32.514904,1501 N Hwy 287,Midlothian,TX,(972) 775-2820
-95.52731,29.53617,9440 Texas Hwy 6,Missouri,TX 77459,(346) 757-0400
-94.968849,33.144428,1300 S Jefferson,Mt Pleasant,TX 75455,(903) 717-8912
-96.1278305,31.0859585,23456 San Antonio Rd,Normangee,TX 77871,(903) 344-1108
-97.21829,32.83075,7640 Grapevine Hwy,North Richland Hills,TX,(817) 284-2656
-97.18764,32.9062,8245 Precinct Line Rd,North Richland Hills,TX 76182,(817) 770-0900
-102.38435,31.88017,3805 Andrews Hwy,Odessa,TX,(915) 550-3740
-95.51418,33.661,3355 Lamar Ave,Paris,TX,(214) 785-5758
-95.2005807,29.7124537,1035 Pasadena Freeway,Pasadena,TX 77506,(713) 534-0116
-95.16039,29.65006,5471 Fairmont Pky,Pasadena,TX,(281) 991-5554
-95.394595,29.580939,11233 Shadow Creek Pkwy,Pearland,TX 77584,(800) 599-2729
-95.2239914,29.5436416,1321 Broadway St,Pearland,TX 77581,(800) 599-2729
-96.73223,33.01922,2012 W 15th St,Plano,TX,(972) 423-6624
-96.70639,33.057621,725 W Spring Creek Pky,Plano,TX,(972) 517-0640
-93.94957,29.92293,4900 Tx-73,Port Arthur,TX 77642,(409) 293-4499
-95.23616,30.10334,23651 Highway 59,Porter,TX,(281) 354-1766
-96.8574721,32.5319295,125 West Ovilla Rd,Red Oak,TX 75154,(469) 820-0400
-96.69958,32.97331,1820 N Plano Rd,Richardson,TX,(972) 437-5205
-95.8129896,29.6917436,9111 Fm 723 Rd,Richmond,TX 77046,(800) 599-2729
-97.2197968,33.014327,1321 North Hwy 377,Roanoke,TX 76262,(682) 249-2130
-96.60096,32.890816,2625 Lakeview Pkwy,Rowlett,TX,(972) 412-3982
-96.3256737,32.9723347,648 I-30 Frontage Rd,Royse City,TX 75189,(469) 981-0110
-97.37703,32.875212,1033 N Saginaw Blvd,Saginaw,TX,(281) 758-3101
-98.711113,29.4971428,11043 West FM 471,San Antonio,TX 78253,(210) 688-0919
-98.3888088,29.5652259,13601 Nacogdoches Rd,San Antonio,TX 78217,(210) 655-1503
-98.38322,29.56984,14103 Nacogdoches Rd,San Antonio,TX,(210) 655-1503
-98.455761999999993,29.637029,2223 E Evans,San Antonio,TX,(210) 281-5286
-98.61972,29.49645,6799 Bandera Rd,San Antonio,TX,(210) 647-5818
-98.6291,29.40468,6818 W Military Dr,San Antonio,TX,(210) 673-6851
-98.6662674,29.5561905,9257 North Loop 1604 W,San Antonio,TX 78249,(210) 595-6835
-98.56471,29.52883,9323 Wurzbach Rd,San Antonio,TX,(210) 691-8449
-98.4988,29.52664,9501 San Pedro Ave,San Antonio,TX,(210) 344-7573
-98.27796,29.60162,5549 Fm 3009,Schertz,TX,(210) 651-6820
-98.0336076,29.5608026,3158 IH 10 West,Seguin,TX 78155,(830) 372-2087
-96.59949,33.66046,2131 Texoma Pky,Sherman,TX,(903) 868-1420
-95.42257,30.07243,130 E Louetta Rd,Spring,TX,(281) 651-0991
-95.396347,30.1037884,2113 Riley Fuzzel,Spring,TX 77386,(281) 528-0099
-95.630233,29.601435,1535 State Highway 6,Sugar Land,TX,(281) 265-3880
-95.635361,33.116894,1200 South Hillcrest Dr,Sulphur Springs,TX,(903) 885-4050
-100.445973,32.4504979,9418 North I-20,Sweetwater,TX 79556,(325) 235-1450
-97.35635,31.10211,1514 W Adams Ave,Temple,TX,(254) 773-3112
-96.303996,32.740795,93 Hwy 205,Terrell,TX,(972) 563-4200
-94.07775,33.4537,3223 Kennedy Ln,Texarkana,TX,(903) 832-7631
-95.640338,30.089533,14452 FM 2920,Tomball,TX,(281) 255-2943
-95.30053,32.30594,4006 S Broadway Ave,Tyler,TX,(903) 534-1735
-98.29372,29.54918,905 Pat Booker Rd,Universal City,TX,(210) 659-2111
-95.6433033,32.5082545,1188 S Oak St,Van,TX 75790,(800) 599-2729
-97.00058,28.81932,2601 N Navarro St,Victoria,TX,(361) 575-2729
-97.17767,31.52965,723 N Valley Mills Dr,Waco,TX,(254) 776-0262
-95.90188,30.0654,30711 Fm 2920,Waller,TX,(936) 372-3517
-97.79733,32.75123,801 S Main St,Weatherford,TX,(817) 594-9561
-98.5352249,33.8597527,4601 Kemp Blvd,Wichita Falls,TX 76308,(940) 696-3100
-98.50304,33.9094,501 Holliday St,Wichita Falls,TX,(940) 322-8228
-96.521816,32.989304,1706 FM 544,Wylie,TX,(972) 442-5190
-111.78671,40.37417,450 E State Rd,American Fork,UT,(801) 756-6322
-111.82047,40.3862,937 W State Rd,American Fork,UT,(801) 492-0560
-111.895375,40.862551,2489 S Main St,Bountiful,UT,(801) 292-9438
-112.016183,41.494671,774 S Main St,Brigham City,UT,(435) 723-5365
-113.075361,37.680712,927 W 200 N,Cedar City,UT,(435) 585-8344
-111.88931,40.9206,355 N 800 W,Centerville,UT,(801) 298-8473
-112.0643985,41.1413822,1896 North 2000 West,Clinton,UT 84015,(801) 773-7337
-111.85642,40.52852,1257 Draper Pkwy,Draper,UT,(801) 571-1587
-112.140533,41.683109,5175 W 9600 N,Elwood,UT,(435) 257-0511
-111.89803,40.98551,375 Lagoon Dr [Lagoon Amsit Pk House Sq],Farmington,UT 84025,(801) 451-7238
-111.899963,40.986534,375 Lagoon Dr,Farmington,UT,(801) 451-7238
-112.022629,41.306835,1814 W 2700 N,Farr West,UT,(801) 737-9194
-110.182707,38.995381,970 W Main St,Green River,UT,(435) 564-3604
-111.41239,40.492429,1245 S Main St,Heber,UT,(435) 654-6444
-111.9817697,41.1122178,5845 E Ave Bldg 412,Hill AFB,UT 84056,(801) 825-8584
-113.3072188,37.1765247,1022 W State St,Hurricane,UT 84737,(435) 635-9997
-111.94632,41.03852,225 N 400 W,Kaysville,UT,(801) 593-6059
-112.02403,40.64043,6095 South 5600 West,Kearns,UT 84118,(801) 955-9021
-112.00139,41.08968,2030 N Main St,Layton,UT,(801) 776-4488
-111.95034,41.07408,987 N Fairfield Rd,Layton,UT,(801) 593-0244
-111.8950351,40.4341809,3650 North Thanksgiving Way,Lehi,UT 84043,(801) 766-4925
-111.72803,40.34856,593 N State St,Lindon,UT,(801) 796-0185
-111.80505,41.730395,1153 South 100 W,Logan,UT,(435) 213-3593
-111.83425,41.75377,1230 N Main St,Logan,UT,(435) 752-4971
-112.0917611,40.6947347,3575 S 8400 W,Magna,UT 84044,(801) 250-0332
-111.91176,40.62138,7121 Brigham Junction Blvd,Midvale,UT 84047,(801) 566-3055
-111.87061,40.62122,741  E Fort Union Blvd,Midvale,UT,(801) 255-8684
-111.88902,40.6444,5830 S State St,Murray,UT,(801) 268-3253
-111.82019,39.71018,815 E 100 N,Nephi,UT,(435) 623-2601
-111.9729,41.24443,310 12th St,Ogden,UT,(801) 393-6871
-111.97105,41.2022,3385 Washington Blvd,Ogden,UT,(801) 392-3941
-111.94905,41.17727,4740 Harrison Blvd,Ogden,UT,(801) 479-8910
-111.68603,40.27629,1150 S State St,Orem,UT,(801) 225-6645
-111.70211,40.31377,910 State St,Orem,UT,(801) 226-2117
-111.54659,40.72614,6500 Landmark Dr,Park City,UT,(435) 649-9020
-111.75448,40.0323,788 S 1270 W,Payson,UT,(801) 489-1645
-110.79677,39.59964,755 E Main St,Price,UT,(435) 637-4038
-111.65806,40.21428,1474 S 40 E,Provo,UT,(801) 377-7439
-111.66238,40.25075,210 W 1230 N,Provo,UT,(801) 373-1878
-112.083152,38.786938,1425 N Main St,Richfield,UT,(435) 896-6411
-111.997112,41.179636,760 W Riverdale Rd,Riverdale,UT,(801) 392-6400
-111.939307,40.522274,1731 W 12600 S,Riverton,UT,(801) 446-9300
-111.977816,40.507664,3643 W 13400 South,Riverton,UT,(801) 302-1480
-109.989318,40.301499,166 N 200 E,Roosevelt,UT,(435) 722-1313
-112.02583,41.16462,5424 S 1900 W,Roy,UT,(801) 774-7362
-111.8592987,38.949501,1895 South State St,Salina,UT 84654,(435) 287-0464
-111.88842,40.73423,1650 S State St,Salt Lake City,UT,(801) 486-2903
-111.93887,40.73355,1685 S Redwood Rd,Salt Lake City,UT,(801) 972-5052
-111.82503,40.68693,2284 E 3900 S,Salt Lake City,UT,(801) 272-1513
-111.939411,40.769878,25 N Redwood Rd,Salt Lake City,UT,(801) 532-1690
-111.87891,40.76045,420 E 400 S,Salt Lake City,UT,(801) 532-4283
-111.86504,40.66886,4673 S 900 E,Salt Lake City,UT,(801) 265-2495
-111.852964,40.564604,10273 S 1300 E,Sandy,UT,(801) 572-1577
