"","thread_post","user","date_proc","image","postnum","quote","join_date","likes","nonquote_image"
"3900","#35970","mmmargeologist","Sep 28, 2018 at 6:30 AM",0,9483677,0,"Jun 1, 2016",22,0
"3901","#35971","zxcvbn","Sep 28, 2018 at 7:22 AM",1,9483745,0,"Dec 8, 2013",26,1
"3902","#35972","Cotton Dockers","Sep 28, 2018 at 8:07 AM",1,9483795,0,"Nov 23, 2011",45,1
"3903","#35973","cyc wid it","Sep 28, 2018 at 8:53 AM",1,9483865,0,"Apr 2, 2011",19,1
"3904","#35974","KamoteJoe","Sep 28, 2018 at 9:05 AM",0,9483889,0,"Jul 19, 2013",37,0
"3905","#35975","gettoasty","Sep 28, 2018 at 12:52 PM",1,9484246,0,"Feb 8, 2010",2,1
"3906","#35976","KaleidoscopicK","Sep 28, 2018 at 2:40 PM",1,9484382,0,"May 3, 2015",16,1
"3907","#35977","Isolation","Sep 28, 2018 at 3:21 PM",0,9484432,1,"Nov 7, 2013",3,-1
"3908","#35978","mmmargeologist","Sep 28, 2018 at 4:00 PM",1,9484494,0,"Jun 1, 2016",5,1
"3909","#35979","Benesyed","Sep 29, 2018 at 10:15 AM",0,9485217,1,"Aug 9, 2010",11,-1
"3910","#35980","AJL","Sep 29, 2018 at 11:52 AM",1,9485335,0,"Apr 1, 2004",4,1
"3911","#35981","#dadcore","Sep 29, 2018 at 12:19 PM",0,9485356,1,"Apr 22, 2017",25,-1
"3912","#35982","Man with Apple","Sep 29, 2018 at 1:06 PM",1,9485406,0,"Nov 3, 2010",NA,1
"3913","#35983","saurabh","Sep 29, 2018 at 3:19 PM",1,9485543,0,"Aug 14, 2014",2,1
"3914","#35984","Darkside","Sep 29, 2018 at 4:01 PM",1,9485576,0,"Jan 14, 2014",11,1
"3915","#35985","troika","Sep 29, 2018 at 4:43 PM",0,9485601,0,"Nov 15, 2011",28,0
"3916","#35986","g transistor","Sep 29, 2018 at 6:17 PM",0,9485661,1,"Jun 1, 2009",NA,-1
"3917","#35987","g transistor","Sep 29, 2018 at 6:18 PM",1,9485664,0,"Jun 1, 2009",1,1
"3918","#35988","dalevy","Sep 29, 2018 at 6:27 PM",0,9485669,0,"Sep 12, 2014",20,0
"3919","#35989","saurabh","Sep 29, 2018 at 6:33 PM",0,9485672,0,"Aug 14, 2014",NA,0
"3920","#35990","Rais","Sep 29, 2018 at 7:10 PM",1,9485706,0,"Oct 26, 2013",1,1
"3921","#35991","Gerry Nelson","Sep 29, 2018 at 11:18 PM",1,9485829,0,"Oct 16, 2011",22,1
"3922","#35992","farood","Sep 30, 2018 at 12:44 AM",0,9485841,1,"Sep 7, 2016",15,-1
"3923","#35993","Gerry Nelson","Sep 30, 2018 at 12:53 AM",1,9485845,0,"Oct 16, 2011",NA,1
"3924","#35994","Benesyed","Sep 30, 2018 at 7:29 AM",1,9486015,0,"Aug 9, 2010",9,1
"3925","#35995","kekekekai","Sep 30, 2018 at 2:53 PM",0,9486437,0,"Jun 11, 2014",34,0
"3926","#35996","troika","Sep 30, 2018 at 3:08 PM",0,9486448,0,"Nov 15, 2011",NA,0
"3927","#35997","colabear","Sep 30, 2018 at 4:24 PM",1,9486543,0,"Nov 22, 2010",1,1
"3928","#35998","ramdomthought","Sep 30, 2018 at 5:53 PM",0,9486620,0,"May 11, 2011",26,0
"3929","#35999","Benesyed","Sep 30, 2018 at 5:57 PM",1,9486624,0,"Aug 9, 2010",NA,1
"3930","#36000","Alexidb","Sep 30, 2018 at 8:04 PM",0,9486727,0,"Jan 16, 2011",12,0
"3931","#36001","troika","Sep 30, 2018 at 8:30 PM",1,9486751,1,"Nov 15, 2011",2,0
"3932","#36002","penanceroyaltea","Sep 30, 2018 at 8:34 PM",1,9486759,1,"Jan 27, 2012",5,0
"3933","#36003","KaleidoscopicK","Sep 30, 2018 at 8:40 PM",1,9486762,0,"May 3, 2015",2,1
"3934","#36004","colabear","Oct 1, 2018 at 8:54 AM",1,9487076,0,"Nov 22, 2010",7,1
"3935","#36005","cyc wid it","Oct 1, 2018 at 10:00 AM",1,9487142,0,"Apr 2, 2011",29,1
"3936","#36006","Isolation","Oct 1, 2018 at 12:46 PM",0,9487321,1,"Nov 7, 2013",9,-1
"3937","#36007","Callusing","Oct 1, 2018 at 1:39 PM",0,9487370,0,"Dec 27, 2013",NA,0
"3938","#36008","cyc wid it","Oct 1, 2018 at 2:15 PM",0,9487405,1,"Apr 2, 2011",2,-1
"3939","#36009","javy","Oct 1, 2018 at 2:34 PM",0,9487420,1,"Feb 20, 2012",1,-1
"3940","#36010","kekekekai","Oct 1, 2018 at 3:33 PM",1,9487483,0,"Jun 11, 2014",NA,1
"3941","#36011","falgfalg","Oct 1, 2018 at 5:25 PM",0,9487586,1,"Sep 9, 2015",36,-1
"3942","#36012","Alexidb","Oct 1, 2018 at 5:42 PM",1,9487608,0,"Jan 16, 2011",NA,1
"3943","#36013","hendrix","Oct 1, 2018 at 10:08 PM",1,9487829,0,"Apr 19, 2009",25,1
"3944","#36014","VitaTimH","Oct 2, 2018 at 12:35 PM",0,9488502,1,"Oct 25, 2010",46,-1
"3945","#36015","ChronBong","Oct 2, 2018 at 3:53 PM",0,9488795,0,"Jan 6, 2012",1,0
"3946","#36016","farood","Oct 2, 2018 at 4:17 PM",1,9488826,0,"Sep 7, 2016",16,1
"3947","#36017","RegisDB9","Oct 2, 2018 at 6:23 PM",1,9488995,0,"Oct 15, 2010",23,1
"3948","#36018","hendrix","Oct 2, 2018 at 8:49 PM",1,9489156,0,"Apr 19, 2009",10,1
"3949","#36019","Vadim T","Oct 3, 2018 at 6:28 AM",1,9489411,0,"Nov 7, 2015",5,1
"3950","#36020","cyc wid it","Oct 3, 2018 at 8:29 AM",1,9489564,0,"Apr 2, 2011",21,1
"3951","#36021","Alexidb","Oct 3, 2018 at 12:16 PM",0,9489865,0,"Jan 16, 2011",20,0
"3952","#36022","oulipien","Oct 3, 2018 at 12:19 PM",1,9489867,0,"Dec 29, 2015",6,1
"3953","#36023","colabear","Oct 3, 2018 at 3:47 PM",0,9490108,0,"Nov 22, 2010",17,0
"3954","#36024","troika","Oct 3, 2018 at 6:38 PM",0,9490251,0,"Nov 15, 2011",2,0
"3955","#36025","colabear","Oct 3, 2018 at 6:46 PM",0,9490259,1,"Nov 22, 2010",1,-1
"3956","#36026","Cotton Dockers","Oct 4, 2018 at 10:11 AM",1,9490773,0,"Nov 23, 2011",7,1
"3957","#36027","farood","Oct 4, 2018 at 11:34 AM",1,9490911,0,"Sep 7, 2016",17,1
"3958","#36028","jdrizzy","Oct 4, 2018 at 1:00 PM",0,9490994,1,"Nov 20, 2013",16,-1
"3959","#36029","Alexidb","Oct 4, 2018 at 1:24 PM",1,9491016,0,"Jan 16, 2011",NA,1
"3960","#36030","mistrfluffy","Oct 4, 2018 at 3:49 PM",0,9491152,0,"Sep 13, 2014",1,0
"3961","#36031","troika","Oct 4, 2018 at 4:44 PM",0,9491206,1,"Nov 15, 2011",5,-1
"3962","#36032","Alexidb","Oct 4, 2018 at 4:52 PM",0,9491218,1,"Jan 16, 2011",1,-1
"3963","#36033","mistrfluffy","Oct 4, 2018 at 5:09 PM",0,9491237,1,"Sep 13, 2014",NA,-1
"3964","#36034","mistrfluffy","Oct 4, 2018 at 5:10 PM",1,9491239,0,"Sep 13, 2014",1,1
"3965","#36035","RegisDB9","Oct 4, 2018 at 7:08 PM",0,9491389,0,"Oct 15, 2010",39,0
"3966","#36036","Spehsmonkey","Oct 5, 2018 at 12:05 AM",0,9491560,0,"Apr 21, 2014",2,0
"3967","#36037","Corso","Oct 5, 2018 at 4:32 AM",1,9491678,0,"Jan 21, 2018",2,1
"3968","#36038","Darkside","Oct 5, 2018 at 11:19 AM",0,9492106,0,"Jan 14, 2014",34,0
"3969","#36039","FrankCowperwood","Oct 5, 2018 at 11:44 AM",0,9492138,1,"May 23, 2011",NA,-1
"3970","#36040","Darkside","Oct 5, 2018 at 11:55 AM",1,9492153,0,"Jan 14, 2014",NA,1
"3971","#36041","#dadcore","Oct 5, 2018 at 2:01 PM",1,9492301,0,"Apr 22, 2017",25,1
"3972","#36042","flipstah","Oct 5, 2018 at 2:52 PM",1,9492363,0,"Oct 31, 2017",7,1
"3973","#36043","Alexidb","Oct 5, 2018 at 9:26 PM",0,9492676,0,"Jan 16, 2011",3,0
"3974","#36044","FrankCowperwood","Oct 5, 2018 at 10:30 PM",1,9492703,0,"May 23, 2011",NA,1
"3975","#36045","Austo","Oct 5, 2018 at 11:19 PM",0,9492711,0,"Nov 10, 2014",24,0
"3976","#36046","FlyingMonkey","Oct 6, 2018 at 3:14 AM",0,9492769,1,"Sep 5, 2011",1,-1
"3977","#36047","Alexidb","Oct 6, 2018 at 3:39 AM",1,9492780,0,"Jan 16, 2011",1,1
"3978","#36048","Man with Apple","Oct 6, 2018 at 10:09 AM",0,9493030,1,"Nov 3, 2010",6,-1
"3979","#36049","habitant","Oct 6, 2018 at 11:47 AM",0,9493141,1,"Aug 27, 2010",2,-1
"3980","#36050","Man with Apple","Oct 6, 2018 at 12:30 PM",1,9493198,0,"Nov 3, 2010",NA,1
"3981","#36051","ramdomthought","Oct 6, 2018 at 1:11 PM",1,9493245,0,"May 11, 2011",21,1
"3982","#36052","Gerry Nelson","Oct 6, 2018 at 11:58 PM",1,9493635,0,"Oct 16, 2011",36,1
"3983","#36053","chameshi_nampa","Oct 7, 2018 at 12:05 AM",1,9493638,0,"Jan 11, 2018",14,1
"3984","#36054","Man with Apple","Oct 7, 2018 at 10:38 AM",1,9493933,0,"Nov 3, 2010",11,1
"3985","#36055","RegisDB9","Oct 7, 2018 at 7:20 PM",0,9494305,0,"Oct 15, 2010",50,0
"3986","#36056","Parker","Oct 7, 2018 at 9:57 PM",1,9494384,1,"Jan 9, 2005",1,0
"3987","#36057","RegisDB9","Oct 7, 2018 at 10:53 PM",1,9494400,0,"Oct 15, 2010",2,1
"3988","#36058","Gerry Nelson","Oct 8, 2018 at 1:22 AM",1,9494445,0,"Oct 16, 2011",25,1
"3989","#36059","falgfalg","Oct 8, 2018 at 7:17 AM",1,9494613,1,"Sep 9, 2015",11,0
"3990","#36060","habitant","Oct 8, 2018 at 7:22 AM",0,9494616,0,"Aug 27, 2010",1,0
"3991","#36061","Fairbanks","Oct 8, 2018 at 9:30 AM",0,9494730,0,"Apr 22, 2009",NA,0
"3992","#36062","FrankCowperwood","Oct 8, 2018 at 12:25 PM",0,9494913,1,"May 23, 2011",1,-1
"3993","#36063","Gerry Nelson","Oct 8, 2018 at 1:10 PM",1,9494962,0,"Oct 16, 2011",NA,1
"3994","#36064","ghdvfddzgzdzg","Oct 8, 2018 at 1:37 PM",1,9495002,1,"May 3, 2010",40,0
"3995","#36065","LonerMatt","Oct 8, 2018 at 2:41 PM",0,9495083,1,"Nov 2, 2012",NA,-1
"3996","#36066","Gerry Nelson","Oct 8, 2018 at 2:58 PM",1,9495102,0,"Oct 16, 2011",1,1
"3997","#36067","jdrizzy","Oct 8, 2018 at 7:16 PM",1,9495328,0,"Nov 20, 2013",38,1
"3998","#36068","MORNINGSTAR777","Oct 8, 2018 at 7:41 PM",1,9495349,0,"Jul 22, 2007",11,1
"3999","#36069","baltimoron","Oct 8, 2018 at 8:18 PM",0,9495369,1,"Jan 14, 2012",50,-1
"4000","#36070","troika","Oct 8, 2018 at 9:11 PM",0,9495401,1,"Nov 15, 2011",NA,-1
"4001","#36071","penanceroyaltea","Oct 8, 2018 at 9:15 PM",0,9495403,1,"Jan 27, 2012",1,-1
"4002","#36072","nahneun","Oct 8, 2018 at 9:16 PM",0,9495405,1,"Feb 25, 2009",1,-1
"4003","#36073","jdrizzy","Oct 8, 2018 at 9:28 PM",0,9495419,1,"Nov 20, 2013",NA,-1
"4004","#36074","ChronBong","Oct 8, 2018 at 9:52 PM",0,9495426,1,"Jan 6, 2012",NA,-1
"4005","#36075","jdrizzy","Oct 8, 2018 at 10:01 PM",0,9495429,0,"Nov 20, 2013",1,0
"4006","#36076","flipstah","Oct 9, 2018 at 5:10 AM",0,9495581,1,"Oct 31, 2017",1,-1
"4007","#36077","baltimoron","Oct 9, 2018 at 6:49 AM",0,9495657,1,"Jan 14, 2012",4,-1
"4008","#36078","conceptual 4est","Oct 9, 2018 at 7:24 AM",0,9495697,1,"Jul 24, 2012",3,-1
"4009","#36079","jdrizzy","Oct 9, 2018 at 9:26 AM",1,9495907,0,"Nov 20, 2013",1,1
"4010","#36080","KamoteJoe","Oct 9, 2018 at 9:40 AM",0,9495921,0,"Jul 19, 2013",62,0
"4011","#36081","el Bert","Oct 9, 2018 at 9:46 AM",1,9495925,0,"Apr 19, 2008",1,1
"4012","#36082","#dadcore","Oct 9, 2018 at 11:27 AM",0,9496083,0,"Apr 22, 2017",53,0
"4013","#36083","Homme","Oct 9, 2018 at 11:44 AM",0,9496116,0,"Mar 11, 2006",2,0
"4014","#36084","FrankCowperwood","Oct 9, 2018 at 12:34 PM",1,9496201,0,"May 23, 2011",3,1
"4015","#36085","Seafinch","Oct 9, 2018 at 2:15 PM",1,9496368,0,"Dec 9, 2006",14,1
"4016","#36086","RegisDB9","Oct 9, 2018 at 7:31 PM",1,9496809,1,"Oct 15, 2010",27,0
"4017","#36087","Stinson","Oct 10, 2018 at 3:33 AM",0,9497037,1,"Aug 7, 2018",1,-1
"4018","#36088","notwithit","Oct 10, 2018 at 5:59 AM",1,9497115,0,"Mar 2, 2010",5,1
"4019","#36089","Nayyyyy","Oct 10, 2018 at 6:43 AM",1,9497149,0,"Sep 11, 2015",29,1
"4020","#36090","cyc wid it","Oct 10, 2018 at 8:32 AM",0,9497257,0,"Apr 2, 2011",28,0
"4021","#36091","ghdvfddzgzdzg","Oct 10, 2018 at 10:53 AM",0,9497538,0,"May 3, 2010",70,0
"4022","#36092","tgaith77","Oct 10, 2018 at 11:28 AM",1,9497606,0,"Apr 28, 2012",7,1
"4023","#36093","hendrix","Oct 10, 2018 at 10:38 PM",0,9498311,0,"Apr 19, 2009",14,0
"4024","#36094","DiplomaticTies","Oct 11, 2018 at 2:36 AM",0,9498353,1,"Oct 4, 2015",4,-1
"4025","#36095","Thrift Vader","Oct 11, 2018 at 4:52 AM",1,9498406,0,"Sep 27, 2014",NA,1
"4026","#36096","Vadim T","Oct 11, 2018 at 6:44 AM",1,9498509,0,"Nov 7, 2015",12,1
"4027","#36097","Preemo","Oct 11, 2018 at 7:18 AM",0,9498538,0,"May 4, 2013",33,0
"4028","#36098","SirGrotius","Oct 11, 2018 at 7:21 AM",0,9498547,1,"Jan 23, 2011",3,-1
"4029","#36099","FlyingMonkey","Oct 11, 2018 at 7:35 AM",0,9498563,1,"Sep 5, 2011",3,-1
"4030","#36100","FlyingMonkey","Oct 11, 2018 at 7:36 AM",1,9498566,1,"Sep 5, 2011",2,0
"4031","#36101","Alexidb","Oct 11, 2018 at 8:37 AM",0,9498650,0,"Jan 16, 2011",NA,0
"4032","#36102","Superb0bo","Oct 11, 2018 at 8:54 AM",0,9498668,1,"Jan 3, 2007",1,-1
"4033","#36103","Alexidb","Oct 11, 2018 at 8:59 AM",0,9498673,1,"Jan 16, 2011",NA,-1
"4034","#36104","FlyingMonkey","Oct 11, 2018 at 9:29 AM",0,9498702,1,"Sep 5, 2011",3,-1
"4035","#36105","Alexidb","Oct 11, 2018 at 9:35 AM",0,9498706,0,"Jan 16, 2011",1,0
"4036","#36106","Thrift Vader","Oct 11, 2018 at 10:45 AM",0,9498779,1,"Sep 27, 2014",1,-1
"4037","#36107","MORNINGSTAR777","Oct 11, 2018 at 11:02 AM",0,9498804,1,"Jul 22, 2007",NA,-1
"4038","#36108","nahneun","Oct 11, 2018 at 11:04 AM",0,9498810,1,"Feb 25, 2009",2,-1
"4039","#36109","MORNINGSTAR777","Oct 11, 2018 at 11:12 AM",0,9498820,1,"Jul 22, 2007",NA,-1
"4040","#36110","notwithit","Oct 11, 2018 at 11:16 AM",0,9498830,1,"Mar 2, 2010",1,-1
"4041","#36111","steveoffice","Oct 11, 2018 at 11:47 AM",0,9498876,1,"Dec 30, 2008",2,-1
"4042","#36112","steveoffice","Oct 11, 2018 at 11:52 AM",1,9498882,0,"Dec 30, 2008",NA,1
"4043","#36113","colabear","Oct 11, 2018 at 12:02 PM",1,9498900,0,"Nov 22, 2010",13,1
"4044","#36114","Citaro","Oct 11, 2018 at 12:15 PM",0,9498925,1,"Mar 14, 2017",28,-1
"4045","#36115","eazye","Oct 11, 2018 at 12:31 PM",0,9498949,1,"Feb 28, 2009",1,-1
"4046","#36116","#dadcore","Oct 11, 2018 at 3:34 PM",0,9499172,1,"Apr 22, 2017",NA,-1
"4047","#36117","FlyingMonkey","Oct 11, 2018 at 6:16 PM",1,9499354,0,"Sep 5, 2011",NA,1
"4048","#36118","flipstah","Oct 11, 2018 at 6:18 PM",0,9499356,0,"Oct 31, 2017",1,0
"4049","#36119","tgaith77","Oct 12, 2018 at 6:52 AM",0,9499757,1,"Apr 28, 2012",5,-1
"4050","#36120","g transistor","Oct 12, 2018 at 8:44 AM",0,9499914,0,"Jun 1, 2009",NA,0
"4051","#36121","g transistor","Oct 12, 2018 at 8:46 AM",1,9499917,0,"Jun 1, 2009",3,1
"4052","#36122","mmmargeologist","Oct 12, 2018 at 11:06 AM",0,9500120,1,"Jun 1, 2016",6,-1
"4053","#36123","conceptual 4est","Oct 12, 2018 at 11:17 AM",0,9500144,1,"Jul 24, 2012",8,-1
"4054","#36124","ghdvfddzgzdzg","Oct 12, 2018 at 11:33 AM",0,9500172,1,"May 3, 2010",1,-1
"4055","#36125","RegisDB9","Oct 12, 2018 at 12:16 PM",0,9500231,1,"Oct 15, 2010",5,-1
"4056","#36126","mmmargeologist","Oct 12, 2018 at 12:45 PM",0,9500277,1,"Jun 1, 2016",1,-1
"4057","#36127","AJL","Oct 12, 2018 at 4:15 PM",1,9500487,0,"Apr 1, 2004",NA,1
"4058","#36128","colabear","Oct 12, 2018 at 5:38 PM",0,9500542,1,"Nov 22, 2010",13,-1
"4059","#36129","habitant","Oct 12, 2018 at 8:18 PM",1,9500665,0,"Aug 27, 2010",1,1
"4060","#36130","chameshi_nampa","Oct 12, 2018 at 11:35 PM",0,9500752,0,"Jan 11, 2018",20,0
"4061","#36131","Wupper","Oct 13, 2018 at 12:02 AM",1,9500761,0,"Jan 21, 2008",1,1
"4062","#36132","nicelynice","Oct 13, 2018 at 4:51 AM",1,9500813,0,"Jan 23, 2009",39,1
"4063","#36133","WBaker","Oct 13, 2018 at 10:53 AM",1,9501180,0,"Jan 5, 2010",4,1
"4064","#36134","Purplelabel","Oct 13, 2018 at 11:02 AM",1,9501192,0,"Jan 18, 2014",3,1
"4065","#36135","troika","Oct 13, 2018 at 12:22 PM",0,9501277,0,"Nov 15, 2011",24,0
"4066","#36136","IEG","Oct 13, 2018 at 12:48 PM",1,9501300,0,"Jan 11, 2018",2,1
"4067","#36137","Man with Apple","Oct 13, 2018 at 6:07 PM",1,9501563,0,"Nov 3, 2010",28,1
"4068","#36138","nsubrmnn","Oct 13, 2018 at 6:18 PM",1,9501579,0,"Jun 2, 2015",13,1
"4069","#36139","gavrarabba","Oct 14, 2018 at 5:22 AM",1,9501843,0,"May 29, 2012",16,1
"4070","#36140","Nayyyyy","Oct 14, 2018 at 9:00 AM",1,9501966,0,"Sep 11, 2015",19,1
"4071","#36141","Darkside","Oct 14, 2018 at 10:44 AM",1,9502040,0,"Jan 14, 2014",30,1
"4072","#36142","troika","Oct 14, 2018 at 11:01 AM",1,9502048,0,"Nov 15, 2011",41,1
"4073","#36143","kindofyoung","Oct 14, 2018 at 1:36 PM",0,9502236,1,"Jan 30, 2012",38,-1
"4074","#36144","itsPronouncedSteven","Oct 14, 2018 at 2:57 PM",1,9502308,0,"Feb 8, 2018",1,1
"4075","#36145","colabear","Oct 14, 2018 at 2:59 PM",1,9502312,0,"Nov 22, 2010",10,1
"4076","#36146","Newcomer","Oct 14, 2018 at 3:40 PM",1,9502356,0,"Mar 30, 2009",24,1
"4077","#36147","cyc wid it","Oct 15, 2018 at 8:38 AM",0,9502887,0,"Apr 2, 2011",9,0
"4078","#36148","dotcomzzz","Oct 15, 2018 at 2:27 PM",0,9503385,0,"Jan 4, 2010",NA,0
"4079","#36149","habitant","Oct 15, 2018 at 3:38 PM",0,9503464,1,"Aug 27, 2010",4,-1
"4080","#36150","nsubrmnn","Oct 15, 2018 at 3:40 PM",0,9503469,0,"Jun 2, 2015",NA,0
"4081","#36151","baltimoron","Oct 15, 2018 at 3:43 PM",1,9503474,0,"Jan 14, 2012",NA,1
"4082","#36152","ramdomthought","Oct 15, 2018 at 4:10 PM",0,9503500,0,"May 11, 2011",16,0
"4083","#36153","gettoasty","Oct 15, 2018 at 5:45 PM",1,9503595,0,"Feb 8, 2010",2,1
"4084","#36154","mistrfluffy","Oct 15, 2018 at 6:02 PM",1,9503610,0,"Sep 13, 2014",5,1
"4085","#36155","Gerry Nelson","Oct 15, 2018 at 6:04 PM",0,9503614,1,"Oct 16, 2011",22,-1
"4086","#36156","Alexidb","Oct 15, 2018 at 6:05 PM",0,9503617,1,"Jan 16, 2011",NA,-1
"4087","#36157","mistrfluffy","Oct 15, 2018 at 6:23 PM",1,9503634,0,"Sep 13, 2014",NA,1
"4088","#36158","Thrift Vader","Oct 16, 2018 at 9:17 AM",1,9504276,0,"Sep 27, 2014",2,1
"4089","#36159","Joytropics","Oct 16, 2018 at 1:37 PM",1,9504620,0,"Oct 5, 2018",3,1
"4090","#36160","RegisDB9","Oct 16, 2018 at 7:42 PM",0,9505005,0,"Oct 15, 2010",25,0
"4091","#36161","FrankCowperwood","Oct 16, 2018 at 7:54 PM",0,9505013,1,"May 23, 2011",NA,-1
"4092","#36162","RegisDB9","Oct 16, 2018 at 8:01 PM",1,9505016,0,"Oct 15, 2010",2,1
"4093","#36163","cyc wid it","Oct 17, 2018 at 8:22 AM",0,9505423,1,"Apr 2, 2011",16,-1
"4094","#36164","malcb33","Oct 17, 2018 at 9:02 AM",0,9505451,1,"Nov 3, 2008",5,-1
"4095","#36165","cyc wid it","Oct 17, 2018 at 9:08 AM",0,9505460,0,"Apr 2, 2011",1,0
"4096","#36166","flipstah","Oct 17, 2018 at 11:05 AM",1,9505618,0,"Oct 31, 2017",3,1
"4097","#36167","#dadcore","Oct 17, 2018 at 1:14 PM",1,9505762,0,"Apr 22, 2017",46,1
"4098","#36168","RegisDB9","Oct 17, 2018 at 8:01 PM",0,9506244,0,"Oct 15, 2010",22,0
"4099","#36169","Spehsmonkey","Oct 17, 2018 at 8:54 PM",1,9506301,0,"Apr 21, 2014",5,1
"4100","#36170","falgfalg","Oct 17, 2018 at 9:06 PM",0,9506312,1,"Sep 9, 2015",29,-1
"4101","#36171","baltimoron","Oct 17, 2018 at 9:22 PM",0,9506320,0,"Jan 14, 2012",2,0
"4102","#36172","DiplomaticTies","Oct 18, 2018 at 1:20 AM",1,9506416,0,"Oct 4, 2015",NA,1
"4103","#36173","Benesyed","Oct 18, 2018 at 4:31 AM",1,9506546,0,"Aug 9, 2010",9,1
"4104","#36174","ghdvfddzgzdzg","Oct 18, 2018 at 11:16 AM",1,9507039,0,"May 3, 2010",26,1
"4105","#36175","nsubrmnn","Oct 18, 2018 at 12:28 PM",1,9507116,0,"Jun 2, 2015",11,1
"4106","#36176","VitaTimH","Oct 18, 2018 at 3:05 PM",0,9507324,0,"Oct 25, 2010",54,0
"4107","#36177","flowcharts","Oct 18, 2018 at 3:31 PM",1,9507345,1,"May 21, 2014",1,0
"4108","#36178","PaperSaurian","Oct 18, 2018 at 5:08 PM",1,9507412,0,"Nov 5, 2016",1,1
"4109","#36179","PaperSaurian","Oct 18, 2018 at 5:10 PM",0,9507414,1,"Nov 5, 2016",29,-1
"4110","#36180","chameshi_nampa","Oct 18, 2018 at 5:33 PM",0,9507439,0,"Jan 11, 2018",2,0
"4111","#36181","PaperSaurian","Oct 18, 2018 at 5:33 PM",1,9507440,0,"Nov 5, 2016",2,1
"4112","#36182","losrockets","Oct 18, 2018 at 5:38 PM",1,9507447,1,"May 15, 2013",19,0
"4113","#36183","penanceroyaltea","Oct 18, 2018 at 6:12 PM",1,9507480,1,"Jan 27, 2012",2,0
"4114","#36184","mmmargeologist","Oct 18, 2018 at 6:21 PM",1,9507484,0,"Jun 1, 2016",2,1
"4115","#36185","chameshi_nampa","Oct 19, 2018 at 1:22 PM",1,9508358,0,"Jan 11, 2018",14,1
"4116","#36186","beepbop","Oct 19, 2018 at 2:48 PM",1,9508447,0,"Aug 11, 2014",37,1
"4117","#36187","KaleidoscopicK","Oct 19, 2018 at 2:53 PM",0,9508450,0,"May 3, 2015",5,0
"4118","#36188","penanceroyaltea","Oct 19, 2018 at 3:51 PM",1,9508515,1,"Jan 27, 2012",9,0
"4119","#36189","penanceroyaltea","Oct 19, 2018 at 3:52 PM",0,9508517,1,"Jan 27, 2012",4,-1
"4120","#36190","baltimoron","Oct 19, 2018 at 3:58 PM",1,9508522,0,"Jan 14, 2012",1,1
"4121","#36191","flipstah","Oct 19, 2018 at 4:06 PM",1,9508530,0,"Oct 31, 2017",1,1
"4122","#36192","Gerry Nelson","Oct 19, 2018 at 4:46 PM",1,9508569,0,"Oct 16, 2011",32,1
"4123","#36193","Man with Apple","Oct 19, 2018 at 6:30 PM",1,9508698,0,"Nov 3, 2010",20,1
"4124","#36194","zxcvbn","Oct 20, 2018 at 5:52 AM",0,9509039,0,"Dec 8, 2013",23,0
"4125","#36195","FrankCowperwood","Oct 20, 2018 at 7:14 AM",0,9509095,0,"May 23, 2011",1,0
"4126","#36196","nsubrmnn","Oct 20, 2018 at 7:15 AM",0,9509100,0,"Jun 2, 2015",12,0
"4127","#36197","baltimoron","Oct 20, 2018 at 7:49 AM",0,9509123,0,"Jan 14, 2012",NA,0
"4128","#36198","zxcvbn","Oct 20, 2018 at 8:27 AM",1,9509177,0,"Dec 8, 2013",4,1
"4129","#36199","Nayyyyy","Oct 20, 2018 at 8:30 AM",1,9509181,0,"Sep 11, 2015",19,1
"4130","#36200","luv2breformed","Oct 20, 2018 at 8:30 AM",0,9509182,1,"Sep 17, 2013",5,-1
"4131","#36201","Nayyyyy","Oct 20, 2018 at 8:35 AM",0,9509188,1,"Sep 11, 2015",NA,-1
"4132","#36202","nsubrmnn","Oct 20, 2018 at 8:38 AM",0,9509195,1,"Jun 2, 2015",NA,-1
"4133","#36203","KaleidoscopicK","Oct 20, 2018 at 11:47 AM",1,9509409,0,"May 3, 2015",NA,1
"4134","#36204","OccultaVexillum","Oct 20, 2018 at 12:09 PM",1,9509426,0,"Aug 1, 2013",16,1
"4135","#36205","t3hg0suazn","Oct 20, 2018 at 1:19 PM",1,9509482,0,"Sep 3, 2011",12,1
"4136","#36206","Riva","Oct 20, 2018 at 9:56 PM",1,9509823,0,"Jul 29, 2013",1,1
"4137","#36207","Benesyed","Oct 20, 2018 at 10:04 PM",0,9509826,0,"Aug 9, 2010",20,0
"4138","#36208","DiplomaticTies","Oct 21, 2018 at 5:09 AM",1,9509930,0,"Oct 4, 2015",NA,1
"4139","#36209","Tiburtius","Oct 21, 2018 at 5:29 AM",0,9509937,0,"Apr 25, 2017",37,0
"4140","#36210","Benesyed","Oct 21, 2018 at 6:26 AM",0,9509958,0,"Aug 9, 2010",NA,0
"4141","#36211","nsubrmnn","Oct 21, 2018 at 11:34 AM",1,9510269,0,"Jun 2, 2015",11,1
"4142","#36212","flipstah","Oct 21, 2018 at 1:01 PM",0,9510369,1,"Oct 31, 2017",5,-1
"4143","#36213","DiplomaticTies","Oct 21, 2018 at 1:17 PM",0,9510400,0,"Oct 4, 2015",NA,0
"4144","#36214","kbadgley84","Oct 21, 2018 at 2:14 PM",1,9510470,0,"Feb 3, 2014",NA,1
